H032 104.570 32.410 2.07 -2.85 0.76 0.76 -0.001
H033 104.830 32.180 0.65 -2.26 0.70 0.70 -0.000
H034 103.730 32.360 1.93 -4.27 0.75 0.75 -0.001
H035 104.440 31.800 2.33 -3.38 0.97 0.97 -0.002
H037 103.170 32.080 2.58 -4.18 0.75 0.75 -0.000
H039 100.730 31.860 6.01 -5.66 0.88 0.87 -0.002
H040 101.610 31.770 5.59 -5.99 0.95 0.95 0.000
H041 101.070 32.320 7.21 -4.59 0.18 0.18 -0.001
H042 100.330 32.270 10.31 -4.60 0.16 0.16 -0.001
H043 104.780 31.490 1.82 -2.81 0.71 0.71 -0.001
H044 104.190 31.350 1.19 -3.46 0.76 0.75 -0.000
H045 103.610 31.470 -1.66 -3.59 0.71 0.71 -0.000
H046 102.670 31.850 2.27 -6.12 0.76 0.75 -0.000
H047 102.100 31.470 3.95 -6.05 0.99 0.99 -0.001
H048 104.440 31.160 3.03 -3.88 0.99 0.99 -0.003
H049 103.690 31.060 -0.14 -3.71 0.75 0.75 -0.005
H050 103.150 31.010 2.82 -5.70 0.71 0.71 -0.004
H051 102.770 30.990 5.05 -6.22 0.76 0.75 0.002
H053 101.160 30.960 14.22 -10.18 0.60 0.59 0.001
H056 100.300 31.650 11.58 -9.63 0.71 0.71 0.001
H057 100.240 31.320 18.39 -12.89 0.72 0.72 0.005
H058 104.080 30.730 2.87 -3.78 0.91 0.91 -0.002
H059 103.870 30.690 2.92 -1.41 0.90 0.89 -0.001
H060 103.410 30.420 1.86 -5.62 0.97 0.97 -0.002
H061 102.840 30.250 4.88 -5.24 0.71 0.71 0.000
H062 100.930 31.140 20.90 -11.64 0.71 0.70 0.001
H063 100.310 30.920 16.80 -13.41 0.72 0.71 0.000
H064 103.850 30.040 -1.27 -3.54 0.94 0.93 -0.019
H065 103.000 29.980 4.11 -7.26 0.76 0.75 -0.009
H066 101.790 30.070 6.52 -13.59 0.98 0.97 0.001
H067 101.490 30.080 11.51 -14.82 0.72 0.71 0.002
H068 101.020 30.110 9.99 -15.83 0.82 0.81 -0.003
H069 99.170 30.090 12.28 -14.06 0.71 0.71 -0.000
H072 102.820 29.790 4.26 -4.86 0.71 0.71 -0.000
H073 102.290 29.850 5.29 -5.94 0.95 0.95 0.001
H074 101.560 29.850 12.60 -14.95 0.81 0.80 0.001
H075 100.390 29.700 13.32 -17.52 0.72 0.71 -0.000
H076 103.470 29.600 3.99 -5.65 0.98 0.97 -0.001
H077 102.660 29.350 2.61 -7.34 0.88 0.86 0.001
H078 102.080 29.690 8.99 -9.28 0.72 0.71 0.000
H079 101.520 30.330 15.70 -14.49 0.93 0.92 -0.002
H080 100.120 29.180 12.38 -18.52 0.74 0.73 -0.002
H081 103.260 29.230 5.25 -4.88 0.91 0.91 0.000
H082 102.440 29.260 6.62 -10.58 0.78 0.77 -0.007
H083 101.520 28.960 9.92 -16.29 0.72 0.72 -0.000
H086 103.040 28.850 7.03 -5.62 0.72 0.71 0.000
H087 102.770 28.960 7.50 -7.62 0.72 0.72 -0.000
H088 103.980 28.610 6.13 -3.59 0.92 0.91 -0.001
H089 103.120 28.310 6.41 -6.03 0.77 0.76 -0.002
H090 102.530 28.670 9.67 -10.59 0.92 0.91 -0.002
H091 102.440 28.300 10.63 -10.18 0.92 0.92 0.006
H092 102.130 28.510 10.07 -14.72 0.87 0.86 -0.001
H093 103.640 28.250 8.09 -3.26 0.72 0.72 0.001
H094 102.830 28.000 9.41 -8.96 0.71 0.70 -0.004
H095 102.230 27.870 10.78 -14.91 0.93 0.93 -0.009
H096 101.240 27.660 10.56 -16.99 0.72 0.71 -0.000
H097 100.650 27.750 10.76 -18.74 0.71 0.71 -0.001
H098 103.890 27.770 7.79 -4.19 0.71 0.71 -0.001
H099 103.270 27.680 6.30 -4.97 0.97 0.96 0.002
H100 102.790 27.690 9.70 -9.30 0.90 0.20 -0.001
H101 103.690 27.360 10.60 -3.51 0.72 0.71 -0.002
H102 102.550 27.370 10.60 -12.16 0.71 0.70 0.000
H103 102.190 27.450 10.60 -15.56 0.71 0.71 0.001
H104 101.710 27.540 11.19 -15.78 0.78 0.77 -0.002
H106 100.930 27.140 11.12 -16.14 0.71 0.70 0.001
H107 100.060 27.110 6.49 -19.99 0.72 0.71 0.002
H108 102.910 26.930 10.15 -10.37 0.94 0.93 -0.002
H109 102.610 26.620 10.44 -13.80 0.99 0.99 -0.000
H110 102.260 26.690 9.75 -14.68 0.92 0.91 -0.000
H111 102.100 26.830 16.89 -16.55 1.00 0.99 -0.001
H112 101.960 27.050 10.41 -15.71 0.71 0.71 -0.000
H113 101.850 26.690 11.26 -16.03 0.98 0.97 0.000
H114 101.240 26.680 12.19 -16.39 0.71 0.71 -0.000
H116 101.750 26.500 10.00 -15.94 0.99 0.99 -0.001
H117 100.760 26.670 11.11 -17.02 0.70 0.70 0.001
H118 100.160 26.510 10.23 -17.98 0.89 0.88 -0.001
H119 103.230 26.410 9.30 -7.81 0.97 0.96 0.002
H124 100.090 25.980 8.19 -19.05 0.71 0.71 0.000
H131 100.560 25.800 7.21 -15.24 0.99 0.99 0.000
H146 101.630 24.690 6.97 -7.77 0.80 0.79 0.033
H149 102.580 24.380 10.24 -13.13 0.99 0.98 -0.003
H155 102.750 24.120 9.57 -9.45 0.99 0.98 0.005
H156 102.500 23.720 9.97 -8.72 0.80 0.79 0.001
H162 100.090 23.880 6.22 -13.85 0.72 0.71 0.001
H164 103.400 23.470 12.18 -5.43 0.60 0.59 0.001
H165 103.280 23.710 13.78 -6.06 0.20 0.19 0.003
H166 102.840 23.220 12.09 -7.64 0.71 0.71 0.004
H167 102.400 23.000 10.98 -9.12 0.59 0.58 -0.000
H170 103.690 22.980 11.89 -1.91 0.73 0.71 0.004
H172 103.930 22.530 12.96 -1.45 0.88 0.80 -0.003
H173 103.220 22.770 10.75 -4.62 0.98 0.97 0.000
H175 101.060 22.510 9.20 -10.79 0.75 0.72 0.008
H179 100.450 21.950 9.42 -9.06 0.68 0.64 0.001
H182 100.010 31.620 17.33 -9.94 0.59 0.59 -0.000
H186 98.600 29.670 15.53 -13.69 0.74 0.73 -0.001
H187 98.690 29.240 14.17 -15.28 0.90 0.20 -0.001
H188 99.250 28.840 14.55 -17.18 0.92 0.91 -0.003
H189 99.740 29.000 13.02 -16.74 0.71 0.71 0.000
H190 99.760 28.320 11.18 -18.31 0.74 0.73 -0.001
H191 98.910 28.440 12.46 -16.64 0.99 0.98 -0.000
H192 99.710 27.830 7.79 -19.97 0.52 0.51 -0.005
H193 99.030 27.610 8.29 -17.12 0.71 0.71 0.001
H194 98.670 27.760 8.32 -15.61 0.75 0.75 -0.001
H196 99.290 27.180 6.63 -17.74 0.98 0.98 0.001
