EDOM -78.0231 84.6872
EDPP -297.786 205.362
ELCH 54.1636 -177.431
ELJA -12.852 -178.338
ELK1 -26.7794 149.1
ELSC -242.197 102.863
ENDA -99.2179 -136.993
ENDD 101.855 106.663
ENR1 -99.2274 -136.971
ENR2 -99.199 -136.993
EOUT 294.284 916.037
EWPP -179.119 110.589
EXTR -24.517 8.47446
F113 -307.694 131.366
F179 -419.279 294.921
F17G -154.409 -44.7321
F621 -423.772 261.81
F726 -38.1328 96.4913
FAIR -1524.73 3890.07
FARB -659.898 525.958
FARF -450.556 189.473
FATL -145.486 94.898
FGST -406.186 184.315
FHFF -278.396 157.159
FI18 31.4449 -56.2815
FI27 39.7637 -64.5387
FIBR -348.053 256.624
FIFT -214.795 71.3745
FIGP -402.162 183.074
FILO -77.8785 -153.599
FLAN -280.574 226.486
FLIN 833.044 2505.14
FLOO -227.224 74.3199
FLTS -180.886 378.384
FMTH -176.602 233.57
FMTP -304.723 145.988
FMVT -303.905 140.026
FORD 55.9514 57.3946
FORK -210.278 327.998
FRED 270 439.808
FRIN -4.75965 28.8036
FRMT -259.463 182.877
FRY_ -104.843 154.521
FRZ2 -310.817 186.636
FXHS -256.072 108.682
FZHS -303.846 189.275
G109 -96.6565 49.8208
G114 -94.7044 49.1072
G120 -93.7915 50.7072
G123 -92.3354 51.0012
G124 -91.9447 50.781
G125 -91.5822 50.6383
G128 -89.6414 50.4468
G134 -86.2019 51.3491
G165 -149.597 380.898
G285 -402.938 284.364
GABB -210.026 650.635
GAIR -254.273 -451.736
GAPP -53.8764 71.3899
GARN -87.8961 87.6757
GAVI -424.349 159.199
GAYS -73.6303 160.627
GDEC -391.39 234.559
GHAZ -68.792 156.033
GHRP -167.297 121.591
GLEN -248.865 117.528
GLOC 33.4713 -28.3775
GLRS 7.06129 19.4822
GLSN -239.558 142.447
GMPK 72.2276 -4.19443
GMRC -8.05641 186.663
GNPS 128.009 136.706
GO42 -433.284 307.109
GOBS -426.871 1419.97
GODE 3386.95 1510.68
GODW -32.1312 114.551
GOL2 -120.582 256.959
GOLD -120.582 256.959
GOUD -381.825 259.182
GREE -447.712 259.847
GREN -79.2713 51.8382
GRIS -464.646 383.011
GRLZ -94.0237 260.122
GRMC -205.801 256.491
GRSY -443.265 185.234
GS01 -229.141 235.298
GS02 -230.456 265.195
GS03 -224.349 284.353
GS04 -212.14 343.656
GS07 -146.72 324.578
GS09 -212.442 222.976
GS11 -183.724 257.509
GS12 -160.911 257.947
GS13 -144.131 267.732
GS14 -148.644 277.977
GS15 -217.886 257.444
GS16 -194.739 262.184
GS17 -181.094 273.088
GS18 -209.489 274.891
GS19 -197.584 283.212
GS20 -166.859 295.101
GS21 -198.152 301.352
GS22 -218.19 303.979
GS24 -174.141 312.493
GS25 -156.724 311.115
GS26 -179.649 292.013
GS27 -171.512 326.666
